场站名称,时间, 辐照强度(Wh/㎡), 全场功率(kW), 环境温度(℃)
常州普利司通,2018-01-19 11:45:00,0.0,171.15729975700378,7.0
常州普利司通,2018-01-19 11:50:00,0.0,183.12459993362427,6.900000095367432
常州普利司通,2018-01-19 11:55:00,0.0,142.6972999572754,6.900000095367432
常州普利司通,2018-01-19 12:00:00,0.0,116.7444999217987,6.900000095367432
常州普利司通,2018-01-19 12:05:00,0.0,127.36559963226318,6.900000095367432
常州普利司通,2018-01-19 12:10:00,0.0,149.36559963226318,6.800000190734863
常州普利司通,2018-01-19 12:15:00,0.0,169.95819985866547,6.900000095367432
常州普利司通,2018-01-19 12:20:00,0.0,153.19639992713928,6.900000095367432
常州普利司通,2018-01-19 12:25:00,0.0,135.57749962806702,7.0
常州普利司通,2018-01-19 12:30:00,0.0,116.9252998828888,7.0
常州普利司通,2018-01-19 12:35:00,0.0,139.67769992351532,7.0
常州普利司通,2018-01-19 12:40:00,0.0,159.88929998874664,7.0
常州普利司通,2018-01-19 12:45:00,0.0,142.34959995746613,7.0
常州普利司通,2018-01-19 12:50:00,0.0,123.5754998922348,7.0
常州普利司通,2018-01-19 12:55:00,0.0,120.28289997577667,6.900000095367432
常州普利司通,2018-01-19 13:00:00,0.0,116.03690004348755,7.0
常州普利司通,2018-01-19 13:05:00,0.0,92.83339995145798,7.0
常州普利司通,2018-01-19 13:10:00,0.0,84.096499979496,7.0
常州普利司通,2018-01-19 13:15:00,0.0,79.94819995760918,7.0
常州普利司通,2018-01-19 13:20:00,0.0,90.86149993538857,7.0
常州普利司通,2018-01-19 13:25:00,0.0,106.41959995031357,7.0
常州普利司通,2018-01-19 13:30:00,0.0,132.9609997868538,7.0
常州普利司通,2018-01-19 13:35:00,0.0,122.25639975070953,6.900000095367432
常州普利司通,2018-01-19 13:40:00,0.0,132.25639975070953,6.800000190734863
常州普利司通,2018-01-19 13:45:00,0.0,118.64729964733124,6.900000095367432
常州普利司通,2018-01-19 13:50:00,0.0,150.23299992084503,6.900000095367432
常州普利司通,2018-01-19 13:55:00,0.0,126.16769993305206,6.800000190734863
常州普利司通,2018-01-19 14:00:00,0.0,141.79129993915558,6.900000095367432
常州普利司通,2018-01-19 14:05:00,0.0,189.50949931144714,6.800000190734863
常州普利司通,2018-01-19 14:10:00,0.0,147.50949931144714,6.800000190734863
常州普利司通,2018-01-19 14:15:00,8.0,213.19639992713928,6.900000095367432
常州普利司通,2018-01-19 14:20:00,0.0,185.4984998703003,6.900000095367432
常州普利司通,2018-01-19 14:25:00,0.0,152.22350001335144,7.0
常州普利司通,2018-01-19 14:30:00,0.0,141.73169994354248,7.0
常州普利司通,2018-01-19 14:35:00,0.0,99.43930000066757,7.0
常州普利司通,2018-01-19 14:40:00,0.0,121.43930000066757,7.0
常州普利司通,2018-01-19 14:45:00,0.0,109.02729964256287,7.0
常州普利司通,2018-01-19 14:50:00,0.0,106.58309990167618,7.0
常州普利司通,2018-01-19 14:55:00,0.0,86.58309990167618,7.0
常州普利司通,2018-01-19 15:00:00,0.0,87.03189989924431,6.900000095367432
常州普利司通,2018-01-19 15:05:00,0.0,80.0576999783516,6.900000095367432
常州普利司通,2018-01-19 15:10:00,0.0,78.78289994597435,6.900000095367432
常州普利司通,2018-01-19 15:15:00,0.0,95.09589982032776,6.900000095367432
常州普利司通,2018-01-19 15:20:00,0.0,96.25999987125397,6.900000095367432
常州普利司通,2018-01-19 15:25:00,0.0,92.50440001487732,7.0
常州普利司通,2018-01-19 15:30:00,0.0,81.24069994688034,7.0
常州普利司通,2018-01-19 15:35:00,0.0,73.88399997353554,7.0
常州普利司通,2018-01-19 15:40:00,0.0,74.83659997582436,7.0
常州普利司通,2018-01-19 15:45:00,0.0,76.74879994988441,7.0
常州普利司通,2018-01-19 15:50:00,0.0,68.70589998364449,7.0
常州普利司通,2018-01-19 15:55:00,0.0,73.57849998772144,7.0
常州普利司通,2018-01-19 16:00:00,0.0,71.59759995341301,7.0
常州普利司通,2018-01-19 16:05:00,0.0,84.6923999786377,7.0
常州普利司通,2018-01-19 16:10:00,0.0,118.50969982147217,7.0
常州普利司通,2018-01-19 16:15:00,0.0,87.99529993534088,7.0
常州普利司通,2018-01-19 16:20:00,0.0,65.76539999246597,7.0
常州普利司通,2018-01-19 16:25:00,0.0,44.07169999927282,7.099999904632568
常州普利司通,2018-01-19 16:30:00,0.0,30.078400000929832,7.0
常州普利司通,2018-01-19 16:35:00,0.0,34.216599985957146,7.099999904632568
常州普利司通,2018-01-19 16:40:00,0.0,28.0,7.099999904632568
常州普利司通,2018-01-19 16:45:00,0.0,11.0,7.099999904632568
常州普利司通,2018-01-19 16:50:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-19 16:55:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-19 17:00:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-19 17:05:00,0.0,11.0,7.0
常州普利司通,2018-01-19 17:10:00,0.0,0.0,7.099999904632568
常州普利司通,2018-01-19 17:15:00,0.0,0.0,7.0
常州普利司通,2018-01-19 17:20:00,0.0,0.0,7.0
常州普利司通,2018-01-19 17:25:00,0.0,0.0,6.900000095367432
常州普利司通,2018-01-19 17:30:00,0.0,0.0,6.900000095367432
常州普利司通,2018-01-19 17:35:00,0.0,0.0,6.800000190734863
常州普利司通,2018-01-19 17:40:00,0.0,0.0,6.800000190734863
常州普利司通,2018-01-19 17:45:00,0.0,0.0,6.800000190734863
常州普利司通,2018-01-19 17:50:00,0.0,0.0,6.800000190734863
常州普利司通,2018-01-19 17:55:00,0.0,0.0,6.800000190734863
常州普利司通,2018-01-19 18:00:00,0.0,0.0,6.700000286102295
常州普利司通,2018-01-19 18:05:00,0.0,0.0,6.700000286102295
常州普利司通,2018-01-19 18:10:00,0.0,0.0,6.700000286102295
常州普利司通,2018-01-19 18:15:00,0.0,0.0,6.700000286102295
常州普利司通,2018-01-19 18:20:00,0.0,0.0,6.700000286102295
常州普利司通,2018-01-19 18:25:00,0.0,0.0,6.700000286102295
常州普利司通,2018-01-19 18:30:00,0.0,0.0,6.700000286102295
常州普利司通,2018-01-19 18:35:00,0.0,0.0,6.700000286102295
常州普利司通,2018-01-19 18:40:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 18:45:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 18:50:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 18:55:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 19:00:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 19:05:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 19:10:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 19:15:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 19:20:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 19:25:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 19:30:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 19:35:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 19:40:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 19:45:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 19:50:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 19:55:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 20:00:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 20:05:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 20:10:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 20:15:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 20:20:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 20:25:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 20:30:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 20:35:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 20:40:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 20:45:00,,0.0,
常州普利司通,2018-01-19 20:50:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 20:55:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 21:00:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 21:05:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 21:10:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 21:15:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 21:20:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 21:25:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 21:30:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 21:35:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 21:40:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 21:45:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 21:50:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 21:55:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 22:00:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 22:05:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 22:10:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 22:15:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 22:20:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 22:25:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 22:30:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 22:35:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 22:40:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 22:45:00,0.0,0.0,6.599999904632568
常州普利司通,2018-01-19 22:50:00,0.0,0.0,6.5
常州普利司通,2018-01-19 22:55:00,0.0,0.0,6.5
常州普利司通,2018-01-19 23:00:00,0.0,0.0,6.5
常州普利司通,2018-01-19 23:05:00,0.0,0.0,6.5
常州普利司通,2018-01-19 23:10:00,0.0,0.0,6.5
常州普利司通,2018-01-19 23:15:00,0.0,0.0,6.5
常州普利司通,2018-01-19 23:20:00,0.0,0.0,6.5
常州普利司通,2018-01-19 23:25:00,0.0,0.0,6.5
常州普利司通,2018-01-19 23:30:00,0.0,0.0,6.5
常州普利司通,2018-01-19 23:35:00,0.0,0.0,6.400000095367432
常州普利司通,2018-01-19 23:40:00,0.0,0.0,6.400000095367432
常州普利司通,2018-01-19 23:45:00,0.0,0.0,6.400000095367432
常州普利司通,2018-01-19 23:50:00,0.0,0.0,6.400000095367432
常州普利司通,2018-01-19 23:55:00,0.0,0.0,6.400000095367432
常州普利司通,2018-01-20 00:05:00,0.0,0.0,6.400000095367432
常州普利司通,2018-01-20 00:10:00,0.0,0.0,6.400000095367432
常州普利司通,2018-01-20 00:15:00,0.0,0.0,6.400000095367432
常州普利司通,2018-01-20 00:20:00,0.0,0.0,6.400000095367432
常州普利司通,2018-01-20 00:25:00,0.0,0.0,6.400000095367432
常州普利司通,2018-01-20 00:30:00,0.0,0.0,6.400000095367432
常州普利司通,2018-01-20 00:35:00,0.0,0.0,6.300000190734863
常州普利司通,2018-01-20 00:40:00,0.0,0.0,6.300000190734863
常州普利司通,2018-01-20 00:45:00,0.0,0.0,6.300000190734863
常州普利司通,2018-01-20 00:50:00,0.0,0.0,6.300000190734863
常州普利司通,2018-01-20 00:55:00,0.0,0.0,6.300000190734863
常州普利司通,2018-01-20 01:00:00,0.0,0.0,6.300000190734863
常州普利司通,2018-01-20 01:05:00,0.0,0.0,6.300000190734863
常州普利司通,2018-01-20 01:10:00,0.0,0.0,6.300000190734863
常州普利司通,2018-01-20 01:15:00,0.0,0.0,6.300000190734863
常州普利司通,2018-01-20 01:20:00,0.0,0.0,6.300000190734863
常州普利司通,2018-01-20 01:25:00,0.0,0.0,6.300000190734863
常州普利司通,2018-01-20 01:30:00,0.0,0.0,6.300000190734863
常州普利司通,2018-01-20 01:35:00,0.0,0.0,6.300000190734863
常州普利司通,2018-01-20 01:40:00,0.0,0.0,6.300000190734863
常州普利司通,2018-01-20 01:45:00,0.0,0.0,6.300000190734863
常州普利司通,2018-01-20 01:50:00,0.0,0.0,6.300000190734863
常州普利司通,2018-01-20 01:55:00,0.0,0.0,6.300000190734863
常州普利司通,2018-01-20 02:00:00,0.0,0.0,6.300000190734863
常州普利司通,2018-01-20 02:05:00,0.0,0.0,6.300000190734863
常州普利司通,2018-01-20 02:10:00,0.0,0.0,6.300000190734863
常州普利司通,2018-01-20 02:15:00,0.0,0.0,6.300000190734863
常州普利司通,2018-01-20 02:20:00,0.0,0.0,6.300000190734863
常州普利司通,2018-01-20 02:25:00,0.0,0.0,6.300000190734863
常州普利司通,2018-01-20 02:30:00,0.0,0.0,6.200000286102295
常州普利司通,2018-01-20 02:35:00,0.0,0.0,6.200000286102295
常州普利司通,2018-01-20 02:40:00,0.0,0.0,6.200000286102295
常州普利司通,2018-01-20 02:45:00,0.0,0.0,6.200000286102295
常州普利司通,2018-01-20 02:50:00,0.0,0.0,6.200000286102295
常州普利司通,2018-01-20 02:55:00,0.0,0.0,6.200000286102295
常州普利司通,2018-01-20 03:00:00,0.0,0.0,6.200000286102295
常州普利司通,2018-01-20 03:05:00,0.0,0.0,6.200000286102295
常州普利司通,2018-01-20 03:10:00,0.0,0.0,6.200000286102295
常州普利司通,2018-01-20 03:15:00,0.0,0.0,6.200000286102295
常州普利司通,2018-01-20 03:20:00,0.0,0.0,6.099999904632568
常州普利司通,2018-01-20 03:25:00,0.0,0.0,6.099999904632568
常州普利司通,2018-01-20 03:30:00,0.0,0.0,6.099999904632568
常州普利司通,2018-01-20 03:35:00,0.0,0.0,6.099999904632568
常州普利司通,2018-01-20 03:40:00,0.0,0.0,6.099999904632568
常州普利司通,2018-01-20 03:45:00,0.0,0.0,6.099999904632568
常州普利司通,2018-01-20 03:50:00,0.0,0.0,6.099999904632568
常州普利司通,2018-01-20 03:55:00,0.0,0.0,6.099999904632568
常州普利司通,2018-01-20 04:00:00,0.0,0.0,6.099999904632568
常州普利司通,2018-01-20 04:05:00,0.0,0.0,6.099999904632568
常州普利司通,2018-01-20 04:10:00,0.0,0.0,6.099999904632568
常州普利司通,2018-01-20 04:15:00,0.0,0.0,6.099999904632568
常州普利司通,2018-01-20 04:20:00,0.0,0.0,6.099999904632568
常州普利司通,2018-01-20 04:25:00,0.0,0.0,6.099999904632568
常州普利司通,2018-01-20 04:30:00,0.0,0.0,6.099999904632568
常州普利司通,2018-01-20 04:35:00,0.0,0.0,6.099999904632568
常州普利司通,2018-01-20 04:40:00,0.0,0.0,6.0
常州普利司通,2018-01-20 04:45:00,0.0,0.0,6.0
常州普利司通,2018-01-20 04:50:00,0.0,0.0,6.0
常州普利司通,2018-01-20 04:55:00,0.0,0.0,6.0
常州普利司通,2018-01-20 05:00:00,0.0,0.0,6.0
常州普利司通,2018-01-20 05:05:00,0.0,0.0,6.0
常州普利司通,2018-01-20 05:10:00,0.0,0.0,6.0
常州普利司通,2018-01-20 05:15:00,0.0,0.0,6.0
常州普利司通,2018-01-20 05:20:00,0.0,0.0,5.900000095367432
常州普利司通,2018-01-20 05:25:00,0.0,0.0,5.900000095367432
常州普利司通,2018-01-20 05:30:00,0.0,0.0,5.900000095367432
常州普利司通,2018-01-20 05:35:00,0.0,0.0,5.900000095367432
常州普利司通,2018-01-20 05:40:00,0.0,0.0,5.800000190734863
常州普利司通,2018-01-20 05:45:00,0.0,0.0,5.800000190734863
常州普利司通,2018-01-20 05:50:00,0.0,0.0,5.800000190734863
常州普利司通,2018-01-20 05:55:00,0.0,0.0,5.900000095367432
常州普利司通,2018-01-20 06:00:00,0.0,0.0,5.900000095367432
常州普利司通,2018-01-20 06:05:00,0.0,0.0,5.900000095367432
常州普利司通,2018-01-20 06:10:00,0.0,0.0,5.900000095367432
常州普利司通,2018-01-20 06:15:00,0.0,0.0,5.800000190734863
常州普利司通,2018-01-20 06:20:00,0.0,0.0,5.800000190734863
常州普利司通,2018-01-20 06:25:00,0.0,0.0,5.800000190734863
常州普利司通,2018-01-20 06:30:00,0.0,0.0,5.800000190734863
常州普利司通,2018-01-20 06:35:00,0.0,0.0,5.800000190734863
常州普利司通,2018-01-20 06:40:00,0.0,0.0,5.800000190734863
常州普利司通,2018-01-20 06:45:00,0.0,0.0,5.800000190734863
常州普利司通,2018-01-20 06:50:00,0.0,0.0,5.800000190734863
常州普利司通,2018-01-20 06:55:00,0.0,0.0,5.800000190734863
常州普利司通,2018-01-20 07:00:00,0.0,0.0,5.800000190734863
常州普利司通,2018-01-20 07:05:00,0.0,0.0,5.800000190734863
常州普利司通,2018-01-20 07:10:00,0.0,0.0,5.800000190734863
常州普利司通,2018-01-20 07:15:00,0.0,0.0,5.800000190734863
常州普利司通,2018-01-20 07:20:00,0.0,0.0,5.800000190734863
常州普利司通,2018-01-20 07:25:00,0.0,15.0,5.800000190734863
常州普利司通,2018-01-20 07:30:00,0.0,16.142199993133545,5.800000190734863
常州普利司通,2018-01-20 07:35:00,0.0,60.25039999186993,5.800000190734863
常州普利司通,2018-01-20 07:40:00,0.0,63.40209999680519,5.800000190734863
常州普利司通,2018-01-20 07:45:00,0.0,70.47129997611046,5.800000190734863
常州普利司通,2018-01-20 07:50:00,0.0,72.56339998543262,5.800000190734863
常州普利司通,2018-01-20 07:55:00,0.0,81.8386999964714,5.800000190734863
常州普利司通,2018-01-20 08:00:00,0.0,86.03220000863075,5.800000190734863
常州普利司通,2018-01-20 08:05:00,0.0,87.18689996004105,5.800000190734863
常州普利司通,2018-01-20 08:10:00,0.0,89.22359991073608,5.800000190734863
常州普利司通,2018-01-20 08:15:00,0.0,94.24509996175766,5.900000095367432
常州普利司通,2018-01-20 08:20:00,0.0,94.51969987154007,5.900000095367432
常州普利司通,2018-01-20 08:25:00,0.0,106.57229989767075,6.0
常州普利司通,2018-01-20 08:30:00,0.0,121.12549996376038,6.0
常州普利司通,2018-01-20 08:35:00,0.0,143.55139982700348,5.900000095367432
常州普利司通,2018-01-20 08:40:00,0.0,150.36149990558624,6.0
常州普利司通,2018-01-20 08:45:00,0.0,158.8682999610901,6.099999904632568
常州普利司通,2018-01-20 08:50:00,0.0,165.64629983901978,6.099999904632568
常州普利司通,2018-01-20 08:55:00,0.0,176.21599960327148,6.099999904632568
常州普利司通,2018-01-20 09:00:00,0.0,173.6346995830536,6.099999904632568
常州普利司通,2018-01-20 09:05:00,8.0,194.08639931678772,6.099999904632568
常州普利司通,2018-01-20 09:10:00,42.0,217.35679984092712,6.200000286102295
常州普利司通,2018-01-20 09:15:00,40.0,207.5189995765686,6.300000190734863
常州普利司通,2018-01-20 09:20:00,40.0,213.71899962425232,6.400000095367432
常州普利司通,2018-01-20 09:25:00,46.0,234.76559925079346,6.400000095367432
常州普利司通,2018-01-20 09:30:00,60.0,262.03979992866516,6.300000190734863
常州普利司通,2018-01-20 09:35:00,50.0,238.0499997138977,6.5
常州普利司通,2018-01-20 09:40:00,52.0,240.73759984970093,6.5
常州普利司通,2018-01-20 09:45:00,60.0,257.8283998966217,6.700000286102295
常州普利司通,2018-01-20 09:50:00,58.0,259.24109983444214,6.599999904632568
常州普利司通,2018-01-20 09:55:00,58.0,249.15789985656738,6.599999904632568
常州普利司通,2018-01-20 10:00:00,46.0,215.1903998851776,6.700000286102295
常州普利司通,2018-01-20 10:05:00,72.0,281.3264989852905,6.800000190734863
常州普利司通,2018-01-20 10:10:00,100.0,341.2620997428894,6.900000095367432
常州普利司通,2018-01-20 10:15:00,74.0,291.81169986724854,7.0
常州普利司通,2018-01-20 10:20:00,98.0,344.26859855651855,7.099999904632568
常州普利司通,2018-01-20 10:25:00,108.0,378.3468985557556,7.300000190734863
常州普利司通,2018-01-20 10:30:00,104.0,368.16359996795654,7.300000190734863
常州普利司通,2018-01-20 10:35:00,114.0,393.54669857025146,7.300000190734863
常州普利司通,2018-01-20 10:40:00,96.0,344.1805992126465,7.400000095367432
常州普利司通,2018-01-20 10:45:00,108.0,372.0735993385315,7.5
常州普利司通,2018-01-20 10:50:00,94.0,340.6538996696472,7.5
常州普利司通,2018-01-20 10:55:00,106.0,387.26879930496216,7.700000286102295
常州普利司通,2018-01-20 11:00:00,136.0,445.7020001411438,7.5
常州普利司通,2018-01-20 11:05:00,140.0,456.7020001411438,7.5
常州普利司通,2018-01-20 11:10:00,166.0,529.0010995864868,7.700000286102295
常州普利司通,2018-01-20 11:15:00,246.0,682.3409986495972,8.100000381469727
常州普利司通,2018-01-20 11:20:00,288.0,744.1180982589722,8.100000381469727
常州普利司通,2018-01-20 11:25:00,308.0,773.7025995254517,7.900000095367432
常州普利司通,2018-01-20 11:30:00,312.0,764.7773990631104,8.40000057220459
常州普利司通,2018-01-20 11:35:00,316.0,719.2343997955322,8.300000190734863
常州普利司通,2018-01-20 11:40:00,256.0,686.2343997955322,8.300000190734863
常州普利司通,2018-01-20 11:45:00,300.0,739.537299156189,8.100000381469727
常州普利司通,2018-01-20 11:50:00,320.0,772.5376996994019,8.699999809265137
常州普利司通,2018-01-20 11:55:00,316.0,768.556999206543,8.5
常州普利司通,2018-01-20 12:00:00,236.0,652.1321983337402,8.600000381469727
常州普利司通,2018-01-20 12:05:00,324.0,734.8126993179321,8.699999809265137
常州普利司通,2018-01-20 12:10:00,308.0,755.9790992736816,9.0
常州普利司通,2018-01-20 12:15:00,266.0,700.2779989242554,9.100000381469727
常州普利司通,2018-01-20 12:20:00,314.0,751.5706987380981,8.800000190734863
常州普利司通,2018-01-20 12:25:00,306.0,745.7627983093262,9.5
常州普利司通,2018-01-20 12:30:00,312.0,738.819899559021,9.100000381469727
常州普利司通,2018-01-20 12:35:00,312.0,738.8534994125366,9.100000381469727
常州普利司通,2018-01-20 12:40:00,186.0,514.0908002853394,9.0
常州普利司通,2018-01-20 12:45:00,186.0,514.0908002853394,9.0
常州普利司通,2018-01-20 12:50:00,214.0,613.1073970794678,9.0
常州普利司通,2018-01-20 12:55:00,238.0,635.5588998794556,9.199999809265137
常州普利司通,2018-01-20 13:00:00,282.0,688.6922998428345,9.300000190734863
常州普利司通,2018-01-20 13:05:00,248.0,613.7185983657837,9.40000057220459
常州普利司通,2018-01-20 13:10:00,266.0,594.7511987686157,8.800000190734863
常州普利司通,2018-01-20 13:15:00,220.0,599.7511987686157,9.0
常州普利司通,2018-01-20 13:20:00,246.0,598.7342987060547,9.199999809265137
常州普利司通,2018-01-20 13:25:00,170.0,473.7342987060547,9.300000190734863
常州普利司通,2018-01-20 13:30:00,196.0,579.2442998886108,9.40000057220459
常州普利司通,2018-01-20 13:35:00,234.0,574.7442998886108,9.40000057220459
常州普利司通,2018-01-20 13:40:00,196.0,551.7442998886108,9.699999809265137
常州普利司通,2018-01-20 13:45:00,196.0,551.7442998886108,9.699999809265137
常州普利司通,2018-01-20 13:50:00,128.0,414.82069969177246,9.600000381469727
常州普利司通,2018-01-20 13:55:00,124.0,422.9047999382019,9.699999809265137
常州普利司通,2018-01-20 14:00:00,92.0,352.0138998031616,9.90000057220459
常州普利司通,2018-01-20 14:05:00,98.0,346.76939964294434,10.100000381469727
常州普利司通,2018-01-20 14:10:00,118.0,395.76939964294434,9.90000057220459
常州普利司通,2018-01-20 14:15:00,128.0,397.73299980163574,9.800000190734863
常州普利司通,2018-01-20 14:20:00,126.0,406.700599193573,9.699999809265137
常州普利司通,2018-01-20 14:25:00,130.0,412.9366989135742,9.600000381469727
常州普利司通,2018-01-20 14:30:00,118.0,408.7957992553711,9.5
常州普利司通,2018-01-20 14:35:00,112.0,394.7957992553711,9.5
常州普利司通,2018-01-20 14:40:00,78.0,296.1082000732422,9.600000381469727
常州普利司通,2018-01-20 14:45:00,88.0,325.8832993507385,9.300000190734863
常州普利司通,2018-01-20 14:50:00,74.0,297.85949993133545,9.300000190734863
常州普利司通,2018-01-20 14:55:00,72.0,286.85949993133545,9.300000190734863
常州普利司通,2018-01-20 15:00:00,66.0,261.4008996486664,9.40000057220459
常州普利司通,2018-01-20 15:05:00,62.0,252.1072998046875,9.5
常州普利司通,2018-01-20 15:10:00,64.0,260.1072998046875,9.40000057220459
常州普利司通,2018-01-20 15:15:00,52.0,228.1872000694275,9.5
常州普利司通,2018-01-20 15:20:00,48.0,220.25819993019104,9.5
常州普利司通,2018-01-20 15:25:00,50.0,221.2909996509552,9.40000057220459
常州普利司通,2018-01-20 15:30:00,8.0,192.08739948272705,9.40000057220459
常州普利司通,2018-01-20 15:35:00,0.0,183.63450002670288,9.40000057220459
常州普利司通,2018-01-20 15:40:00,0.0,183.63450002670288,9.40000057220459
常州普利司通,2018-01-20 15:45:00,8.0,194.01999974250793,9.5
常州普利司通,2018-01-20 15:50:00,0.0,183.58519983291626,9.5
常州普利司通,2018-01-20 15:55:00,0.0,153.62199985980988,9.600000381469727
常州普利司通,2018-01-20 16:00:00,0.0,136.62199985980988,9.5
常州普利司通,2018-01-20 16:05:00,0.0,109.03549993038177,9.5
常州普利司通,2018-01-20 16:10:00,0.0,99.72729992866516,9.5
常州普利司通,2018-01-20 16:15:00,0.0,97.32979983091354,9.5
常州普利司通,2018-01-20 16:20:00,0.0,93.32979983091354,9.40000057220459
常州普利司通,2018-01-20 16:25:00,0.0,79.0595999956131,9.300000190734863
常州普利司通,2018-01-20 16:30:00,0.0,79.0595999956131,9.300000190734863
常州普利司通,2018-01-20 16:35:00,0.0,77.86139997839928,9.300000190734863
常州普利司通,2018-01-20 16:40:00,0.0,76.86139997839928,9.300000190734863
常州普利司通,2018-01-20 16:45:00,0.0,61.289799988269806,9.300000190734863
常州普利司通,2018-01-20 16:50:00,0.0,48.21679998934269,9.300000190734863
常州普利司通,2018-01-20 16:55:00,0.0,29.07259999960661,9.199999809265137
常州普利司通,2018-01-20 17:00:00,0.0,42.0,9.300000190734863
常州普利司通,2018-01-20 17:05:00,0.0,14.0,9.100000381469727
常州普利司通,2018-01-20 17:10:00,0.0,0.0,9.100000381469727
常州普利司通,2018-01-20 17:15:00,0.0,0.0,9.100000381469727
常州普利司通,2018-01-20 17:20:00,0.0,0.0,9.100000381469727
常州普利司通,2018-01-20 17:25:00,0.0,0.0,9.100000381469727
常州普利司通,2018-01-20 17:30:00,0.0,0.0,9.0
常州普利司通,2018-01-20 17:35:00,0.0,0.0,8.90000057220459
常州普利司通,2018-01-20 17:40:00,0.0,0.0,8.800000190734863
常州普利司通,2018-01-20 17:45:00,0.0,0.0,8.90000057220459
常州普利司通,2018-01-20 17:50:00,0.0,0.0,8.699999809265137
常州普利司通,2018-01-20 17:55:00,0.0,0.0,8.600000381469727
常州普利司通,2018-01-20 18:00:00,0.0,0.0,8.699999809265137
常州普利司通,2018-01-20 18:05:00,0.0,0.0,8.699999809265137
常州普利司通,2018-01-20 18:10:00,0.0,0.0,8.600000381469727
常州普利司通,2018-01-20 18:15:00,0.0,0.0,8.600000381469727
常州普利司通,2018-01-20 18:20:00,0.0,0.0,8.600000381469727
常州普利司通,2018-01-20 18:25:00,0.0,0.0,8.5
常州普利司通,2018-01-20 18:30:00,0.0,0.0,8.5
常州普利司通,2018-01-20 18:35:00,0.0,0.0,8.5
常州普利司通,2018-01-20 18:40:00,0.0,0.0,8.5
常州普利司通,2018-01-20 18:45:00,0.0,0.0,8.300000190734863
常州普利司通,2018-01-20 18:50:00,0.0,0.0,8.300000190734863
常州普利司通,2018-01-20 18:55:00,0.0,0.0,8.300000190734863
常州普利司通,2018-01-20 19:00:00,0.0,0.0,8.300000190734863
常州普利司通,2018-01-20 19:05:00,0.0,0.0,8.199999809265137
常州普利司通,2018-01-20 19:10:00,0.0,0.0,8.100000381469727
常州普利司通,2018-01-20 19:15:00,0.0,0.0,8.0
